Date,Close-Stock-1,Close-Stock-2,Close-Stock-3,Close-Stock-4,Close-Stock-5
2011-09-28,2061.4219335593243,593.9632297756799,2286.2474263861177,2330.4827999151316,2221.5304940579445
2011-09-29,2249.1317683268508,1711.7730476055863,2343.591153002863,2384.7006285665666,2186.755059902518
2011-09-30,2298.7512538858728,2012.787613643414,2338.48794518917,2370.378282602826,1922.015810646302
2011-10-03,2055.2118446029494,976.4822914942657,2292.496021306865,2184.297647354179,1559.6190706714185
2011-10-04,1385.7711386827707,555.4051413695909,2307.090145479333,2070.5769835616065,564.980842102922
2011-10-05,1019.3589601875703,581.303416467169,2099.554039423206,1074.0441349508508,958.8804750632347
2011-10-07,1716.7615588834483,767.3449773365461,2236.205060229077,2094.440830574902,1541.1556125375087
2011-10-10,1739.7347323560573,2007.972838247397,2364.872827648434,2133.1789254792375,2027.6510177137418
2011-10-11,2099.690724648291,2071.6291401816966,2438.103648688099,2181.275575844423,2153.7894048778694
2011-10-12,2128.2356437856906,2214.677210101914,2437.2096909813426,2233.988243475255,2205.2405085515893
2011-10-13,2386.3725737660643,2268.4790476277544,2413.5888173813896,2384.5568873228817,2287.1300804714892
2011-10-14,2346.4649596077575,2338.783813483354,2126.412945165639,2422.4392205160507,2294.4789701007107
2011-10-17,2460.5572435537397,2426.657181158403,2382.111780660428,2458.227808921353,2444.1584488115755
2011-10-18,2435.073773787423,2368.5197452805487,2271.2559529756204,2365.5673325858234,2275.661644953639
2011-10-19,2488.0382864012613,2482.8387013797537,2267.0861558553206,2478.0718598529497,2428.589034418118
2011-10-20,2500.3867483955764,2413.8156446390617,2352.218869244268,2377.76515444301,2397.3422553139344
2011-10-21,2508.6684237022005,2424.5352437270067,2133.719638378167,2366.765832653927,2434.8977298270906
2011-10-24,2508.9055247220786,2485.063027463118,2109.272512751621,2367.6124288852056,2482.7851384037344
2011-10-25,2129.7857687579185,2479.2064808767327,2126.558648600874,2330.9744477791132,2452.9780541067666
2011-10-26,2382.4671624244115,2512.248696968326,2179.3090902737463,2350.0529195249196,2429.670678875805
2011-10-28,2486.2044951926614,2485.0388891553034,2136.449093204366,2474.5379695429365,2455.85893089733
2011-10-31,2500.6383957073085,2503.603309006745,2340.861805512377,2493.5960978842736,2495.4440392476154
2011-11-01,2494.1965852977123,2492.154415809144,2355.7826066239654,2493.5390428296873,2512.248696968326
2011-11-02,2507.761913032342,2508.7457629476103,2348.9776807573253,2405.674575517141,2442.7396525071154
2011-11-03,2499.498699441554,2520.5621727600774,2384.041574932267,2390.721589428833,2394.4537519144383
2011-11-04,2518.025504701818,2519.151648129757,2457.3766521036637,2429.312483574581,2468.669517926572
2011-11-08,2510.364089925019,2507.016012062957,2491.466026844131,2380.385172021806,2519.138855375105
2011-11-09,2511.0565763230434,2495.8975928439513,2368.8962149156555,2390.719470707727,2436.5512809362476
2011-11-11,2305.3491971834196,2486.8052406984566,2272.1749377145215,2066.904398453955,2136.8824069521634
2011-11-14,2436.8409140793124,2509.974837719025,2257.5266914139697,2097.075757765284,2152.4972642535404
2011-11-15,2406.7300907790227,2510.5245649470885,2168.4400911475204,2037.6742384372405,1997.1577573815964
2011-11-16,2227.4762117776722,2514.118181373132,2119.7539335831166,1935.0196797542726,1678.4350586946193
2011-11-17,2150.6034941662137,2508.6684237022005,2129.8456394298905,1869.2185020222205,1647.3916715949847
2011-11-18,1978.2861244732924,2266.7078748551808,2122.1617216940763,979.7857876047096,547.3994252350581
2011-11-21,1229.1012341554717,2058.6287328004146,2011.543446052887,981.2907104372724,974.039573764149
2011-11-22,1013.330046434584,1835.680996174912,1408.3600375872727,712.0880559635807,545.3325805462955
2011-11-23,565.3127714777299,729.4958726465579,971.5102719061395,730.35547587655,778.5382488611579
2011-11-24,549.575102999805,579.7336986608734,980.2114189183635,1000.391281282225,633.8080126350732
2011-11-25,730.35547587655,980.4099655273264,974.4687710535409,987.66351125911,967.0215166859779
2011-11-28,983.7204579458383,969.4290649883168,1842.8540859358116,1023.16315878786,1271.9484536493583
2011-11-29,979.6394861442882,1263.456046166213,1301.7848666006087,579.9160215365996,975.7032573042583
2011-11-30,555.4639173900086,1411.3915587560484,702.7233349902001,554.1502916054395,778.6241310856078
2011-12-01,2042.3064398955105,2392.761072509387,568.1184656898313,580.9107529424302,735.5515758247485
2011-12-02,2110.756800299342,2396.7285467859574,1029.10244260052,704.4973860474893,739.6075285802116
2011-12-05,2141.5131085640633,2370.9060261036516,774.7988090183411,1294.253222121225,1814.4420752183546
2011-12-07,2236.1655397405293,2495.4717791238854,548.9080162384673,729.512321969275,2076.7191687601967
2011-12-08,2031.0137591905018,2177.8655711956003,554.1502916054395,698.2709133609601,1998.245631576109
2011-12-09,972.08506691945,977.8821402549038,954.3343053392739,627.390909387641,1392.2933969409703
2011-12-12,951.8442331934423,1219.8523469218412,1000.276103152016,1022.685905869541,1217.5073960064694
2011-12-13,979.7857876047096,1288.9789247183776,549.575102999805,784.02946310878,783.5522101904613
2011-12-14,630.1690193554274,1502.5034709502331,629.9868215214991,629.9868215214991,999.009261911359
2011-12-15,548.5244939324689,1676.6707252734363,714.2005535638872,957.0868821720194,949.5230462608779
2011-12-16,555.4985395364572,1812.075155043399,985.4180481414797,631.3561371741628,554.1502916054395
2011-12-19,552.9925466663346,972.2288146502013,969.0747922966067,766.4648038799894,517.7906683698793
2011-12-20,720.0916691379296,1974.3580807656801,956.757494410838,956.0438440446728,517.9402748689608
2011-12-21,979.7857876047096,2092.4579169528256,973.7913112538478,627.390909387641,983.0492511464873
2011-12-22,972.1721305748725,2223.855412524109,952.9251251142651,579.5840921617919,640.3695792569243
2011-12-23,965.7095690408624,2290.4856679014574,952.8653358306925,1015.7029816671807,638.0036174617779
2011-12-26,952.9251251142651,2373.7560610829887,964.744744580405,974.1559587972745,959.5095834836746
2011-12-27,968.4246792542775,2363.7412421096537,730.5734477132027,970.8757615970203,959.6920106378747
2011-12-28,971.1169459890269,2251.947488132898,634.3563825896298,976.0717636039315,955.9500266639703
